cbg_norm,sampling_bias,abs_sampling_bias,representation_ratio_final,abs_bias_rank_pct
360810124001,-0.0020918996601174,0.0020918996601174,0.8736504401154381,0.3055252635405307
360810126011,-0.0006403417415979,0.0006403417415979,0.9677659319210348,0.09560159941839332
360810126012,-0.0020314230297529,0.0020314230297529,0.846107229612609,0.2986186841148673
360810126021,-0.0035018645624011,0.0035018645624011,0.7233180078961629,0.48982188295165396
360810126022,-0.0032030618727943,0.0032030618727943,0.8259204582647861,0.4514721919302072
360810128002,0.0006678937418412,0.0006678937418412,1.0518503742716054,0.09923664122137404
360810128001,-0.0096750904004023,0.0096750904004023,0.369744129024796,0.910759723736823
360810130002,0.0009283436496721,0.0009283436496721,1.0805703359807537,0.13994910941475827
360810132001,-0.0050958507687243,0.0050958507687243,0.5348339755472986,0.6423118865866958
360810132002,-0.0080999878082079,0.0080999878082079,0.5912833575818078,0.8509632860777899
360810134001,-2.184688882807609e-05,2.184688882807609e-05,0.9990829984065748,0.0029080334423845873
360810134003,-0.007902483280806,0.007902483280806,0.7144726501907204,0.841330425299891
360810134002,0.0016107096641453,0.0016107096641453,1.396214022102355,0.2455470737913486
360810135001,-0.0041002730600076,0.0041002730600076,0.7602187234061109,0.5508905852417303
360810136001,-0.003289610802607,0.003289610802607,0.7570980949664966,0.4636495819701927
360810137001,-0.0051063113225012,0.0051063113225012,0.7654212417759818,0.64340239912759
360810138002,-0.0030281124506205,0.0030281124506205,0.8723280046797938,0.4300254452926209
360810138001,-0.0028193758850466,0.0028193758850466,0.851077098729058,0.4034896401308615
360810414001,0.0012598217705281,0.0012598217705281,1.052879775243852,0.19283896764812794
360810414003,-0.0054657449393516,0.0054657449393516,0.7232141202110071,0.6744820065430752
360810414002,0.001492225153481,0.001492225153481,1.303537284903253,0.22737186477644494
360810415002,-0.0102395890917273,0.0102395890917273,0.562830456356094,0.9289349327517267
360810415001,-0.0032706045255969,0.0032706045255969,0.8665586888041243,0.4612868047982552
360810426001,-0.0056253279416169,0.0056253279416169,0.0611182316731195,0.6897491821155943
360810427001,-0.0074580120689358,0.0074580120689358,0.6907917331461825,0.8142493638676844
